association_id,column_index,label_id,feature_name,atlas,disease,comparison,reference_id,source_region,source_url,doi,tissue,mapping_status,direction,effect_type,effect_value,uncertainty,measurement,source_location,mapping_limitation,evidence_strength,shared_evidence_group
A00299,34,37,Cingulate_Mid_L,AAL3,MCI,case_vs_NC,MCI2023,Cingulate_Mid,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,direct,lower,,,MCC cluster p=.00023; rostralACC cluster p=.00028; no ROI d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Cluster overlap; posterior cingulate/precuneus right overlap only1 voxel.,supported_cluster,MCI2023:Cingulate_Mid:MCI:case_vs_NC
A00300,35,38,Cingulate_Mid_R,AAL3,MCI,case_vs_NC,MCI2023,Cingulate_Mid,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,direct,lower,,,MCC cluster p=.00023; rostralACC cluster p=.00028; no ROI d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Cluster overlap; posterior cingulate/precuneus right overlap only1 voxel.,supported_cluster,MCI2023:Cingulate_Mid:MCI:case_vs_NC
A00301,36,39,Cingulate_Post_L,AAL3,MCI,case_vs_NC,MCI2023,Cingulate_Post,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,direct,lower,,,MCC cluster p=.00023; rostralACC cluster p=.00028; no ROI d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Cluster overlap; posterior cingulate/precuneus right overlap only1 voxel.,weak_cluster_overlap,MCI2023:Cingulate_Post:MCI:case_vs_NC
A00302,37,40,Cingulate_Post_R,AAL3,MCI,case_vs_NC,MCI2023,Cingulate_Post,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,direct,lower,,,MCC cluster p=.00023; rostralACC cluster p=.00028; no ROI d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Cluster overlap; posterior cingulate/precuneus right overlap only1 voxel.,weak_cluster_overlap,MCI2023:Cingulate_Post:MCI:case_vs_NC
A00303,68,71,Precuneus_L,AAL3,MCI,case_vs_NC,MCI2023,Precuneus,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,direct,lower,,,MCC cluster p=.00023; rostralACC cluster p=.00028; no ROI d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Cluster overlap; posterior cingulate/precuneus right overlap only1 voxel.,weak_cluster_overlap,MCI2023:Precuneus:MCI:case_vs_NC
A00304,69,72,Precuneus_R,AAL3,MCI,case_vs_NC,MCI2023,Precuneus,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,direct,lower,,,MCC cluster p=.00023; rostralACC cluster p=.00028; no ROI d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Cluster overlap; posterior cingulate/precuneus right overlap only1 voxel.,weak_cluster_overlap,MCI2023:Precuneus:MCI:case_vs_NC
A00305,20,21,Frontal_Med_Orb_L,AAL3,MCI,case_vs_NC,MCI2023,Frontal_Med_Orb,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,direct,lower,,,MCC cluster p=.00023; rostralACC cluster p=.00028; no ROI d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Cluster overlap; posterior cingulate/precuneus right overlap only1 voxel.,supported_cluster,MCI2023:Frontal_Med_Orb:MCI:case_vs_NC
A00306,21,22,Frontal_Med_Orb_R,AAL3,MCI,case_vs_NC,MCI2023,Frontal_Med_Orb,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,direct,lower,,,MCC cluster p=.00023; rostralACC cluster p=.00028; no ROI d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Cluster overlap; posterior cingulate/precuneus right overlap only1 voxel.,supported_cluster,MCI2023:Frontal_Med_Orb:MCI:case_vs_NC
A00307,146,151,ACC_sub_L,AAL3,MCI,case_vs_NC,MCI2023,rostral anterior cingulate,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,cluster p=.00028; no subdivision d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Rostral ACC cluster cannot resolve all three AAL3 subdivisions.,regional_inference,MCI2023:rostral anterior cingulate:MCI:case_vs_NC
A00308,147,152,ACC_sub_R,AAL3,MCI,case_vs_NC,MCI2023,rostral anterior cingulate,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,cluster p=.00028; no subdivision d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Rostral ACC cluster cannot resolve all three AAL3 subdivisions.,regional_inference,MCI2023:rostral anterior cingulate:MCI:case_vs_NC
A00309,148,153,ACC_pre_L,AAL3,MCI,case_vs_NC,MCI2023,rostral anterior cingulate,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,cluster p=.00028; no subdivision d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Rostral ACC cluster cannot resolve all three AAL3 subdivisions.,regional_inference,MCI2023:rostral anterior cingulate:MCI:case_vs_NC
A00310,149,154,ACC_pre_R,AAL3,MCI,case_vs_NC,MCI2023,rostral anterior cingulate,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,cluster p=.00028; no subdivision d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Rostral ACC cluster cannot resolve all three AAL3 subdivisions.,regional_inference,MCI2023:rostral anterior cingulate:MCI:case_vs_NC
A00311,150,155,ACC_sup_L,AAL3,MCI,case_vs_NC,MCI2023,rostral anterior cingulate,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,cluster p=.00028; no subdivision d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Rostral ACC cluster cannot resolve all three AAL3 subdivisions.,regional_inference,MCI2023:rostral anterior cingulate:MCI:case_vs_NC
A00312,151,156,ACC_sup_R,AAL3,MCI,case_vs_NC,MCI2023,rostral anterior cingulate,https://academic.oup.com/cercor/article/33/14/8876/7169132,10.1093/cercor/bhad167,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,,,cluster p=.00028; no subdivision d,GMV VBM meta-analysis only; separate fMRI arm excluded,Table2,Rostral ACC cluster cannot resolve all three AAL3 subdivisions.,regional_inference,MCI2023:rostral anterior cingulate:MCI:case_vs_NC
A00313,22,23,Rectus_L,AAL3,AD,case_vs_NC,Frontal2026,Gyrus rectus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.481152,"n30/30; case=0.237±0.026, NC=0.25±0.028 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Gyrus rectus bilateral:AD:case_vs_NC
A00314,23,24,Rectus_R,AAL3,AD,case_vs_NC,Frontal2026,Gyrus rectus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.481152,"n30/30; case=0.237±0.026, NC=0.25±0.028 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Gyrus rectus bilateral:AD:case_vs_NC
A00315,22,23,Rectus_L,AAL3,MCI,case_vs_NC,Frontal2026,Gyrus rectus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.344623,"n30/30; case=0.26±0.03, NC=0.25±0.028 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Gyrus rectus bilateral:MCI:case_vs_NC
A00316,23,24,Rectus_R,AAL3,MCI,case_vs_NC,Frontal2026,Gyrus rectus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.344623,"n30/30; case=0.26±0.03, NC=0.25±0.028 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Gyrus rectus bilateral:MCI:case_vs_NC
A00317,6,7,Frontal_Inf_Oper_L,AAL3,AD,case_vs_NC,Frontal2026,Opercular part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.324411,"n30/30; case=0.397±0.078, NC=0.42±0.063 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Opercular part of the inferior frontal gyrus bilateral:AD:case_vs_NC
A00318,7,8,Frontal_Inf_Oper_R,AAL3,AD,case_vs_NC,Frontal2026,Opercular part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.324411,"n30/30; case=0.397±0.078, NC=0.42±0.063 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Opercular part of the inferior frontal gyrus bilateral:AD:case_vs_NC
A00319,6,7,Frontal_Inf_Oper_L,AAL3,MCI,case_vs_NC,Frontal2026,Opercular part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.328085,"n30/30; case=0.441±0.065, NC=0.42±0.063 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Opercular part of the inferior frontal gyrus bilateral:MCI:case_vs_NC
A00320,7,8,Frontal_Inf_Oper_R,AAL3,MCI,case_vs_NC,Frontal2026,Opercular part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.328085,"n30/30; case=0.441±0.065, NC=0.42±0.063 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Opercular part of the inferior frontal gyrus bilateral:MCI:case_vs_NC
A00321,10,11,Frontal_Inf_Orb_2_L,AAL3,AD,case_vs_NC,Frontal2026,Orbital part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.205262,"n30/30; case=0.167±0.038, NC=0.176±0.049 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Orbital part of the inferior frontal gyrus bilateral:AD:case_vs_NC
A00322,11,12,Frontal_Inf_Orb_2_R,AAL3,AD,case_vs_NC,Frontal2026,Orbital part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.205262,"n30/30; case=0.167±0.038, NC=0.176±0.049 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Orbital part of the inferior frontal gyrus bilateral:AD:case_vs_NC
A00323,10,11,Frontal_Inf_Orb_2_L,AAL3,MCI,case_vs_NC,Frontal2026,Orbital part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.164399,"n30/30; case=0.183±0.035, NC=0.176±0.049 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Orbital part of the inferior frontal gyrus bilateral:MCI:case_vs_NC
A00324,11,12,Frontal_Inf_Orb_2_R,AAL3,MCI,case_vs_NC,Frontal2026,Orbital part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.164399,"n30/30; case=0.183±0.035, NC=0.176±0.049 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Orbital part of the inferior frontal gyrus bilateral:MCI:case_vs_NC
A00325,8,9,Frontal_Inf_Tri_L,AAL3,AD,case_vs_NC,Frontal2026,Triangular part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.257652,"n30/30; case=0.418±0.063, NC=0.432±0.044 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Triangular part of the inferior frontal gyrus bilateral:AD:case_vs_NC
A00326,9,10,Frontal_Inf_Tri_R,AAL3,AD,case_vs_NC,Frontal2026,Triangular part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.257652,"n30/30; case=0.418±0.063, NC=0.432±0.044 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Triangular part of the inferior frontal gyrus bilateral:AD:case_vs_NC
A00327,8,9,Frontal_Inf_Tri_L,AAL3,MCI,case_vs_NC,Frontal2026,Triangular part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.207614,"n30/30; case=0.422±0.052, NC=0.432±0.044 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Triangular part of the inferior frontal gyrus bilateral:MCI:case_vs_NC
A00328,9,10,Frontal_Inf_Tri_R,AAL3,MCI,case_vs_NC,Frontal2026,Triangular part of the inferior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.207614,"n30/30; case=0.422±0.052, NC=0.432±0.044 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Triangular part of the inferior frontal gyrus bilateral:MCI:case_vs_NC
A00329,4,5,Frontal_Mid_2_L,AAL3,AD,case_vs_NC,Frontal2026,Middle frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-1.005927,"n30/30; case=2.379±0.257, NC=2.603±0.182 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Middle frontal gyrus bilateral:AD:case_vs_NC
A00330,5,6,Frontal_Mid_2_R,AAL3,AD,case_vs_NC,Frontal2026,Middle frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-1.005927,"n30/30; case=2.379±0.257, NC=2.603±0.182 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Middle frontal gyrus bilateral:AD:case_vs_NC
A00331,4,5,Frontal_Mid_2_L,AAL3,MCI,case_vs_NC,Frontal2026,Middle frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.118631,"n30/30; case=2.578±0.236, NC=2.603±0.182 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Middle frontal gyrus bilateral:MCI:case_vs_NC
A00332,5,6,Frontal_Mid_2_R,AAL3,MCI,case_vs_NC,Frontal2026,Middle frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.118631,"n30/30; case=2.578±0.236, NC=2.603±0.182 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Middle frontal gyrus bilateral:MCI:case_vs_NC
A00333,2,3,Frontal_Sup_2_L,AAL3,AD,case_vs_NC,Frontal2026,Superior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.456836,"n30/30; case=1.837±0.216, NC=1.925±0.166 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Superior frontal gyrus bilateral:AD:case_vs_NC
A00334,3,4,Frontal_Sup_2_R,AAL3,AD,case_vs_NC,Frontal2026,Superior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.456836,"n30/30; case=1.837±0.216, NC=1.925±0.166 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Superior frontal gyrus bilateral:AD:case_vs_NC
A00335,2,3,Frontal_Sup_2_L,AAL3,MCI,case_vs_NC,Frontal2026,Superior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.253633,"n30/30; case=1.968±0.173, NC=1.925±0.166 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Superior frontal gyrus bilateral:MCI:case_vs_NC
A00336,3,4,Frontal_Sup_2_R,AAL3,MCI,case_vs_NC,Frontal2026,Superior frontal gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.253633,"n30/30; case=1.968±0.173, NC=1.925±0.166 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Superior frontal gyrus bilateral:MCI:case_vs_NC
A00337,26,27,OFCant_L,AAL3,AD,case_vs_NC,Frontal2026,Anterior orbital gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.663262,"n30/30; case=0.25±0.038, NC=0.273±0.031 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Anterior orbital gyrus bilateral:AD:case_vs_NC
A00338,27,28,OFCant_R,AAL3,AD,case_vs_NC,Frontal2026,Anterior orbital gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.663262,"n30/30; case=0.25±0.038, NC=0.273±0.031 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Anterior orbital gyrus bilateral:AD:case_vs_NC
A00339,26,27,OFCant_L,AAL3,MCI,case_vs_NC,Frontal2026,Anterior orbital gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.17032,"n30/30; case=0.279±0.039, NC=0.273±0.031 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Anterior orbital gyrus bilateral:MCI:case_vs_NC
A00340,27,28,OFCant_R,AAL3,MCI,case_vs_NC,Frontal2026,Anterior orbital gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,higher,derived_Cohen_d_raw_means,0.17032,"n30/30; case=0.279±0.039, NC=0.273±0.031 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Anterior orbital gyrus bilateral:MCI:case_vs_NC
A00341,28,29,OFCpost_L,AAL3,AD,case_vs_NC,Frontal2026,Posterior orbital gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.861479,"n30/30; case=0.367±0.052, NC=0.414±0.057 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Posterior orbital gyrus bilateral:AD:case_vs_NC
A00342,29,30,OFCpost_R,AAL3,AD,case_vs_NC,Frontal2026,Posterior orbital gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.861479,"n30/30; case=0.367±0.052, NC=0.414±0.057 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Posterior orbital gyrus bilateral:AD:case_vs_NC
A00343,28,29,OFCpost_L,AAL3,MCI,case_vs_NC,Frontal2026,Posterior orbital gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.467107,"n30/30; case=0.391±0.04, NC=0.414±0.057 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Posterior orbital gyrus bilateral:MCI:case_vs_NC
A00344,29,30,OFCpost_R,AAL3,MCI,case_vs_NC,Frontal2026,Posterior orbital gyrus bilateral,https://doi.org/10.3390/brainsci16030317,10.3390/brainsci16030317,gray matter or nucleus; see measurement,parent_region_extrapolation,lower,derived_Cohen_d_raw_means,-0.467107,"n30/30; case=0.391±0.04, NC=0.414±0.057 %TIV; no subregion survives multiplicity correction",vol2Brain frontal regional volume as percentage TIV,Table2,Bilateral vol2Brain→AAL3 inference; raw d differs from age/sex-adjusted ANCOVA. Some printed adjusted CIs malformed and excluded.,not_significant_after_correction,Frontal2026:Posterior orbital gyrus bilateral:MCI:case_vs_NC
