feature_index,Aptamer,Feature,Target,EntrezGeneSymbol,UniPort,disease,background_family,evidence_status,literature_direction,model_effect_sd,public_reference_ids,literature_estimates_json,modeling_note
98,seq.12988.49,seq_12988_49,EWS,EWSR1,Q01844,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
98,seq.12988.49,seq_12988_49,EWS,EWSR1,Q01844,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
98,seq.12988.49,seq_12988_49,EWS,EWSR1,Q01844,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
98,seq.12988.49,seq_12988_49,EWS,EWSR1,Q01844,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
99,seq.13054.87,seq_13054_87,Profilin II,PFN2,P35080,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
99,seq.13054.87,seq_13054_87,Profilin II,PFN2,P35080,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
99,seq.13054.87,seq_13054_87,Profilin II,PFN2,P35080,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
99,seq.13054.87,seq_13054_87,Profilin II,PFN2,P35080,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
99,seq.13054.87,seq_13054_87,Profilin II,PFN2,P35080,ALS,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
99,seq.13054.87,seq_13054_87,Profilin II,PFN2,P35080,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
100,seq.13102.1,seq_13102_1,FAM3D,FAM3D,Q96BQ1,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
100,seq.13102.1,seq_13102_1,FAM3D,FAM3D,Q96BQ1,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
100,seq.13102.1,seq_13102_1,FAM3D,FAM3D,Q96BQ1,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
100,seq.13102.1,seq_13102_1,FAM3D,FAM3D,Q96BQ1,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
100,seq.13102.1,seq_13102_1,FAM3D,FAM3D,Q96BQ1,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
100,seq.13102.1,seq_13102_1,FAM3D,FAM3D,Q96BQ1,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
101,seq.13113.7,seq_13113_7,Osteopontin,SPP1,P10451,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
101,seq.13113.7,seq_13113_7,Osteopontin,SPP1,P10451,AD,immune_complement,prospective_risk_direction_proxy,1,0.25,UKB_AD_Guo_2024,"[{""reference_id"": ""UKB_AD_Guo_2024"", ""source_locator"": ""SupplementaryTable2/ST2 row4408"", ""estimate"": ""1.2"", ""estimate_type"": ""HR_per_paper_transformed_protein_scale"", ""ci_lower"": ""1.11"", ""ci_upper"": ""1.29"", ""standard_error"": """", ""p_value"": """", ""q_value"": """", ""adjusted_p_value"": ""0.00535458"", ""direction"": ""higher_predicts_greater_risk"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""external_population_cohort_no_GNPC_expression_results_used""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
101,seq.13113.7,seq_13113_7,Osteopontin,SPP1,P10451,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
101,seq.13113.7,seq_13113_7,Osteopontin,SPP1,P10451,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
101,seq.13113.7,seq_13113_7,Osteopontin,SPP1,P10451,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
101,seq.13113.7,seq_13113_7,Osteopontin,SPP1,P10451,StrokeTIA,immune_complement,single_clinical_source_multiplicity_controlled,1,0.4,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row2547"", ""estimate"": ""1.72"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.37"", ""ci_upper"": ""2.15"", ""standard_error"": """", ""p_value"": ""2.5701464989728085e-06"", ""q_value"": """", ""adjusted_p_value"": ""0.0075048277770006005"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
102,seq.13118.5,seq_13118_5,SMOC1,SMOC1,Q9H4F8,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
102,seq.13118.5,seq_13118_5,SMOC1,SMOC1,Q9H4F8,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
102,seq.13118.5,seq_13118_5,SMOC1,SMOC1,Q9H4F8,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
102,seq.13118.5,seq_13118_5,SMOC1,SMOC1,Q9H4F8,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
102,seq.13118.5,seq_13118_5,SMOC1,SMOC1,Q9H4F8,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
102,seq.13118.5,seq_13118_5,SMOC1,SMOC1,Q9H4F8,StrokeTIA,extracellular_matrix,single_clinical_source_multiplicity_controlled,1,0.4,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row2496"", ""estimate"": ""2.08"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.52"", ""ci_upper"": ""2.86"", ""standard_error"": """", ""p_value"": ""5.658353573270183e-06"", ""q_value"": """", ""adjusted_p_value"": ""0.016522392433948936"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}, {""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row2496"", ""estimate"": ""2.41"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""1.67"", ""ci_upper"": ""3.49"", ""standard_error"": """", ""p_value"": ""2.8396502287328914e-06"", ""q_value"": """", ""adjusted_p_value"": ""0.008291778667900042"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
103,seq.13268.45,seq_13268_45,WNT5A,WNT5A,P41221,CU,neural_synaptic,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
103,seq.13268.45,seq_13268_45,WNT5A,WNT5A,P41221,AD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
103,seq.13268.45,seq_13268_45,WNT5A,WNT5A,P41221,PD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
103,seq.13268.45,seq_13268_45,WNT5A,WNT5A,P41221,FTD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
103,seq.13268.45,seq_13268_45,WNT5A,WNT5A,P41221,ALS,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
103,seq.13268.45,seq_13268_45,WNT5A,WNT5A,P41221,StrokeTIA,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
104,seq.13377.3,seq_13377_3,C56D1,CYB561D1,Q8N8Q1,CU,other,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
104,seq.13377.3,seq_13377_3,C56D1,CYB561D1,Q8N8Q1,AD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
104,seq.13377.3,seq_13377_3,C56D1,CYB561D1,Q8N8Q1,PD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
104,seq.13377.3,seq_13377_3,C56D1,CYB561D1,Q8N8Q1,FTD,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
104,seq.13377.3,seq_13377_3,C56D1,CYB561D1,Q8N8Q1,ALS,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
104,seq.13377.3,seq_13377_3,C56D1,CYB561D1,Q8N8Q1,StrokeTIA,other,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
105,seq.13388.57,seq_13388_57,NEC1,PCSK1,P29120,CU,proteostasis,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
105,seq.13388.57,seq_13388_57,NEC1,PCSK1,P29120,AD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
105,seq.13388.57,seq_13388_57,NEC1,PCSK1,P29120,PD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
105,seq.13388.57,seq_13388_57,NEC1,PCSK1,P29120,FTD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
105,seq.13388.57,seq_13388_57,NEC1,PCSK1,P29120,ALS,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
105,seq.13388.57,seq_13388_57,NEC1,PCSK1,P29120,StrokeTIA,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
106,seq.13397.88,seq_13397_88,HBD-2,DEFB4A,O15263,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
106,seq.13397.88,seq_13397_88,HBD-2,DEFB4A,O15263,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
106,seq.13397.88,seq_13397_88,HBD-2,DEFB4A,O15263,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
106,seq.13397.88,seq_13397_88,HBD-2,DEFB4A,O15263,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
106,seq.13397.88,seq_13397_88,HBD-2,DEFB4A,O15263,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
106,seq.13397.88,seq_13397_88,HBD-2,DEFB4A,O15263,StrokeTIA,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
107,seq.13416.8,seq_13416_8,T132D,TMEM132D,Q14C87,CU,neural_synaptic,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
107,seq.13416.8,seq_13416_8,T132D,TMEM132D,Q14C87,AD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
107,seq.13416.8,seq_13416_8,T132D,TMEM132D,Q14C87,PD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
107,seq.13416.8,seq_13416_8,T132D,TMEM132D,Q14C87,FTD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
107,seq.13416.8,seq_13416_8,T132D,TMEM132D,Q14C87,ALS,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
107,seq.13416.8,seq_13416_8,T132D,TMEM132D,Q14C87,StrokeTIA,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
108,seq.13432.9,seq_13432_9,ZFY27:CD region 1,ZFYVE27,Q5T4F4,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
108,seq.13432.9,seq_13432_9,ZFY27:CD region 1,ZFYVE27,Q5T4F4,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
108,seq.13432.9,seq_13432_9,ZFY27:CD region 1,ZFYVE27,Q5T4F4,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
108,seq.13432.9,seq_13432_9,ZFY27:CD region 1,ZFYVE27,Q5T4F4,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
108,seq.13432.9,seq_13432_9,ZFY27:CD region 1,ZFYVE27,Q5T4F4,ALS,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
108,seq.13432.9,seq_13432_9,ZFY27:CD region 1,ZFYVE27,Q5T4F4,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
109,seq.13453.2,seq_13453_2,RM33,MRPL33,O75394,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
109,seq.13453.2,seq_13453_2,RM33,MRPL33,O75394,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
109,seq.13453.2,seq_13453_2,RM33,MRPL33,O75394,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
109,seq.13453.2,seq_13453_2,RM33,MRPL33,O75394,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
109,seq.13453.2,seq_13453_2,RM33,MRPL33,O75394,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
109,seq.13453.2,seq_13453_2,RM33,MRPL33,O75394,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
110,seq.13460.4,seq_13460_4,CHAD,CHAD,O15335,CU,extracellular_matrix,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
110,seq.13460.4,seq_13460_4,CHAD,CHAD,O15335,AD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
110,seq.13460.4,seq_13460_4,CHAD,CHAD,O15335,PD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
110,seq.13460.4,seq_13460_4,CHAD,CHAD,O15335,FTD,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
110,seq.13460.4,seq_13460_4,CHAD,CHAD,O15335,ALS,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
110,seq.13460.4,seq_13460_4,CHAD,CHAD,O15335,StrokeTIA,extracellular_matrix,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
111,seq.13465.5,seq_13465_5,CCP1,RCAN1,P53805,CU,muscle_cytoskeleton,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
111,seq.13465.5,seq_13465_5,CCP1,RCAN1,P53805,AD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
111,seq.13465.5,seq_13465_5,CCP1,RCAN1,P53805,PD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
111,seq.13465.5,seq_13465_5,CCP1,RCAN1,P53805,FTD,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
111,seq.13465.5,seq_13465_5,CCP1,RCAN1,P53805,ALS,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
111,seq.13465.5,seq_13465_5,CCP1,RCAN1,P53805,StrokeTIA,muscle_cytoskeleton,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
112,seq.13499.30,seq_13499_30,Coagulation Factor VIII,F8,P00451,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
112,seq.13499.30,seq_13499_30,Coagulation Factor VIII,F8,P00451,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
112,seq.13499.30,seq_13499_30,Coagulation Factor VIII,F8,P00451,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
112,seq.13499.30,seq_13499_30,Coagulation Factor VIII,F8,P00451,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
112,seq.13499.30,seq_13499_30,Coagulation Factor VIII,F8,P00451,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
112,seq.13499.30,seq_13499_30,Coagulation Factor VIII,F8,P00451,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
113,seq.13563.259,seq_13563_259,ACBD7,ACBD7,Q8N6N7,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
113,seq.13563.259,seq_13563_259,ACBD7,ACBD7,Q8N6N7,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
113,seq.13563.259,seq_13563_259,ACBD7,ACBD7,Q8N6N7,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
113,seq.13563.259,seq_13563_259,ACBD7,ACBD7,Q8N6N7,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
113,seq.13563.259,seq_13563_259,ACBD7,ACBD7,Q8N6N7,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
113,seq.13563.259,seq_13563_259,ACBD7,ACBD7,Q8N6N7,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
114,seq.13589.10,seq_13589_10,APBB3:PID 2,APBB3,O95704,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
114,seq.13589.10,seq_13589_10,APBB3:PID 2,APBB3,O95704,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
114,seq.13589.10,seq_13589_10,APBB3:PID 2,APBB3,O95704,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
114,seq.13589.10,seq_13589_10,APBB3:PID 2,APBB3,O95704,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
114,seq.13589.10,seq_13589_10,APBB3:PID 2,APBB3,O95704,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
